season,game_date,player,team,position,minutes,points,rebounds,assists,steals,blocks,turnovers,fouls
2025,2025-10-10,NaLyssa Smith,Aces,F,23,5,5,0,1,0,2,4
2025,2025-10-10,Kierstan Bell,Aces,F,7,3,1,0,1,0,0,0
2025,2025-10-10,A'ja Wilson,Aces,C,36,31,9,4,2,3,2,3
2025,2025-10-10,Chelsea Gray,Aces,G,38,18,4,4,2,2,0,2
2025,2025-10-10,Jackie Young,Aces,G,35,18,7,8,1,0,2,0
2025,2025-10-10,Kiah Stokes,Aces,C,1,0,0,0,0,0,0,0
2025,2025-10-10,Megan Gustafson,Aces,C,9,0,1,0,0,0,0,1
2025,2025-10-10,Jewell Loyd,Aces,G,31,12,4,1,1,1,1,3
2025,2025-10-10,Dana Evans,Aces,G,21,10,1,2,0,0,0,3
2025,2025-10-10,DeWanna Bonner,Mercury,F,35,10,10,1,0,1,0,4
2025,2025-10-10,Alyssa Thomas,Mercury,F,40,17,12,10,0,0,9,3
2025,2025-10-10,Natasha Mack,Mercury,F,2,0,0,0,0,0,0,2
2025,2025-10-10,Kahleah Copper,Mercury,G,36,30,6,1,0,0,3,6
2025,2025-10-10,Monique Akoa Makani,Mercury,G,29,10,5,4,2,0,3,2
2025,2025-10-10,Kathryn Westbeld,Mercury,F,16,3,3,0,0,1,1,3
2025,2025-10-10,Kalani Brown,Mercury,C,18,10,4,0,1,2,2,4
2025,2025-10-10,Sami Whitcomb,Mercury,G,17,3,0,1,0,1,0,1
2025,2025-10-10,Lexi Held,Mercury,G,7,3,1,0,0,0,0,0
2025,2025-10-08,NaLyssa Smith,Aces,F,17,2,7,1,0,1,0,5
2025,2025-10-08,Kierstan Bell,Aces,F,11,0,0,0,1,1,0,1
2025,2025-10-08,A'ja Wilson,Aces,C,38,34,14,4,0,3,3,1
2025,2025-10-08,Chelsea Gray,Aces,G,39,11,2,5,3,3,1,4
2025,2025-10-08,Jackie Young,Aces,G,37,21,3,9,2,0,0,1
2025,2025-10-08,Kiah Stokes,Aces,C,0,0,0,0,0,0,0,0
2025,2025-10-08,Megan Gustafson,Aces,C,11,0,2,0,1,0,2,2
2025,2025-10-08,Jewell Loyd,Aces,G,30,16,7,1,1,0,2,3
2025,2025-10-08,Dana Evans,Aces,G,16,6,1,1,0,0,0,6
2025,2025-10-08,Aaliyah Nye,Aces,G,2,0,0,0,0,0,0,1
2025,2025-10-08,Alyssa Thomas,Mercury,F,39,14,12,9,2,0,3,5
2025,2025-10-08,Natasha Mack,Mercury,F,7,0,2,1,0,0,0,1
2025,2025-10-08,Satou Sabally,Mercury,F,32,24,5,3,0,1,5,3
2025,2025-10-08,Kahleah Copper,Mercury,G,36,17,2,0,1,0,1,1
2025,2025-10-08,Monique Akoa Makani,Mercury,G,25,6,1,1,0,0,1,5
2025,2025-10-08,DeWanna Bonner,Mercury,F,31,25,10,0,0,1,1,5
2025,2025-10-08,Kathryn Westbeld,Mercury,F,6,2,0,0,1,0,0,0
2025,2025-10-08,Sami Whitcomb,Mercury,G,25,0,1,3,1,0,1,1
2025,2025-10-05,Alyssa Thomas,Mercury,F,30,10,6,5,3,0,3,4
2025,2025-10-05,Natasha Mack,Mercury,F,19,6,10,0,1,1,0,1
2025,2025-10-05,Satou Sabally,Mercury,F,27,22,9,2,0,0,2,0
2025,2025-10-05,Kahleah Copper,Mercury,G,31,23,3,0,0,0,2,3
2025,2025-10-05,Monique Akoa Makani,Mercury,G,27,9,1,7,1,0,1,2
2025,2025-10-05,DeWanna Bonner,Mercury,F,23,4,0,1,1,0,0,0
2025,2025-10-05,Kathryn Westbeld,Mercury,F,17,0,3,0,1,0,1,3
2025,2025-10-05,Kalani Brown,Mercury,C,4,2,0,0,1,0,1,0
2025,2025-10-05,Sami Whitcomb,Mercury,G,14,0,0,2,1,0,1,0
2025,2025-10-05,Kitija Laksa,Mercury,G,4,0,1,0,0,0,0,0
2025,2025-10-05,Kiana Williams,Mercury,G,4,2,1,0,0,0,0,1
2025,2025-10-05,NaLyssa Smith,Aces,F,21,3,5,1,1,1,1,2
2025,2025-10-05,Kierstan Bell,Aces,F,7,2,0,0,0,0,0,1
2025,2025-10-05,A'ja Wilson,Aces,C,32,28,14,3,1,0,3,2
2025,2025-10-05,Chelsea Gray,Aces,G,35,10,8,10,3,3,3,1
2025,2025-10-05,Jackie Young,Aces,G,34,32,8,2,1,0,3,2
2025,2025-10-05,Cheyenne Parker-Tyus,Aces,F,2,0,1,0,0,0,0,0
2025,2025-10-05,Megan Gustafson,Aces,C,13,2,0,0,0,0,0,2
2025,2025-10-05,Jewell Loyd,Aces,G,30,9,7,0,3,2,0,2
2025,2025-10-05,Dana Evans,Aces,G,26,5,0,5,0,0,3,3
2025,2025-10-05,Aaliyah Nye,Aces,G,2,0,0,0,0,0,0,0
2025,2025-10-03,Alyssa Thomas,Mercury,F,38,15,10,9,0,1,5,1
2025,2025-10-03,Natasha Mack,Mercury,F,16,4,4,1,0,2,1,0
2025,2025-10-03,Satou Sabally,Mercury,F,31,19,4,4,0,0,2,5
2025,2025-10-03,Kahleah Copper,Mercury,G,36,21,4,1,0,0,0,3
2025,2025-10-03,Monique Akoa Makani,Mercury,G,26,11,2,3,2,0,3,2
2025,2025-10-03,DeWanna Bonner,Mercury,F,26,10,8,0,1,1,1,3
2025,2025-10-03,Kathryn Westbeld,Mercury,F,5,0,1,2,0,0,0,0
2025,2025-10-03,Sami Whitcomb,Mercury,G,22,6,2,0,1,0,0,3
2025,2025-10-03,NaLyssa Smith,Aces,F,16,4,6,0,1,0,1,2
2025,2025-10-03,Kierstan Bell,Aces,F,5,5,1,0,0,0,0,0
2025,2025-10-03,A'ja Wilson,Aces,C,38,21,10,5,1,2,0,0
2025,2025-10-03,Chelsea Gray,Aces,G,35,8,7,10,1,1,1,1
2025,2025-10-03,Jackie Young,Aces,G,32,10,2,5,2,0,2,5
2025,2025-10-03,Kiah Stokes,Aces,C,0,0,0,0,0,0,0,0
2025,2025-10-03,Megan Gustafson,Aces,C,11,2,1,1,0,0,0,0
2025,2025-10-03,Jewell Loyd,Aces,G,35,18,4,0,0,0,1,4
2025,2025-10-03,Dana Evans,Aces,G,26,21,2,3,4,0,0,0
2025,2025-10-03,Aaliyah Nye,Aces,G,1,0,0,0,0,0,0,0
2025,2025-09-30,Natasha Howard,Fever,F,33,16,7,5,1,0,3,3
2025,2025-09-30,Aliyah Boston,Fever,C,32,11,16,2,0,0,3,6
2025,2025-09-30,Odyssey Sims,Fever,G,41,27,2,6,1,0,5,5
2025,2025-09-30,Kelsey Mitchell,Fever,G,23,15,2,2,0,0,2,2
2025,2025-09-30,Lexie Hull,Fever,G,43,12,7,3,0,1,5,1
2025,2025-09-30,Brianna Turner,Fever,F,23,2,3,1,1,0,0,4
2025,2025-09-30,Makayla Timpson,Fever,F,2,0,0,0,0,0,0,0
2025,2025-09-30,Shey Peddy,Fever,G,22,13,2,2,0,0,0,3
2025,2025-09-30,Aerial Powers,Fever,G,6,2,1,0,1,0,1,1
2025,2025-09-30,NaLyssa Smith,Aces,F,26,5,1,0,1,3,1,5
2025,2025-09-30,Kierstan Bell,Aces,F,6,0,0,0,0,0,0,0
2025,2025-09-30,A'ja Wilson,Aces,C,41,35,8,5,4,4,1,2
2025,2025-09-30,Chelsea Gray,Aces,G,39,17,2,6,3,2,1,2
2025,2025-09-30,Jackie Young,Aces,G,44,32,4,10,1,0,0,5
2025,2025-09-30,Kiah Stokes,Aces,C,0,0,0,0,0,0,0,0
2025,2025-09-30,Megan Gustafson,Aces,C,18,5,0,2,0,1,0,1
2025,2025-09-30,Jewell Loyd,Aces,G,32,8,6,1,0,0,0,2
2025,2025-09-30,Dana Evans,Aces,G,20,5,0,2,0,0,4,3
2025,2025-09-28,Jessica Shepard,Lynx,F,36,14,7,2,2,0,2,1
2025,2025-09-28,Bridget Carleton,Lynx,F,29,3,3,1,2,1,1,4
2025,2025-09-28,Alanna Smith,Lynx,F,27,8,8,1,1,2,1,4
2025,2025-09-28,Kayla McBride,Lynx,G,38,31,4,2,1,1,0,0
2025,2025-09-28,Courtney Williams,Lynx,G,33,20,3,6,2,0,0,3
2025,2025-09-28,Maria Kliundikova,Lynx,F,14,2,6,2,0,1,1,2
2025,2025-09-28,Anastasiia Olairi Kosu,Lynx,F,3,0,1,1,0,0,0,1
2025,2025-09-28,Natisha Hiedeman,Lynx,G,21,3,2,4,0,1,1,3
2025,2025-09-28,Alyssa Thomas,Mercury,F,37,23,8,10,1,0,6,2
2025,2025-09-28,Natasha Mack,Mercury,F,11,4,5,1,0,1,1,1
2025,2025-09-28,Satou Sabally,Mercury,F,36,21,6,3,0,0,2,3
2025,2025-09-28,Kahleah Copper,Mercury,G,32,13,4,0,0,0,3,0
2025,2025-09-28,Monique Akoa Makani,Mercury,G,21,3,1,2,0,0,0,2
2025,2025-09-28,DeWanna Bonner,Mercury,F,26,13,6,1,1,2,0,0
2025,2025-09-28,Kathryn Westbeld,Mercury,F,10,3,4,0,0,0,0,0
2025,2025-09-28,Sami Whitcomb,Mercury,G,27,6,4,3,0,0,0,2
2025,2025-09-28,NaLyssa Smith,Aces,F,22,8,2,0,0,1,3,5
2025,2025-09-28,Kierstan Bell,Aces,F,6,3,0,0,0,0,0,1
2025,2025-09-28,A'ja Wilson,Aces,C,36,31,9,3,4,3,3,3
2025,2025-09-28,Chelsea Gray,Aces,G,38,12,2,9,4,0,5,5
2025,2025-09-28,Jackie Young,Aces,G,38,18,5,9,0,0,2,5
2025,2025-09-28,Kiah Stokes,Aces,C,0,0,0,0,0,0,0,0
2025,2025-09-28,Megan Gustafson,Aces,C,15,2,1,0,0,0,1,4
2025,2025-09-28,Jewell Loyd,Aces,G,32,6,3,0,1,1,1,1
2025,2025-09-28,Dana Evans,Aces,G,13,3,0,1,0,0,0,0
2025,2025-09-28,Natasha Howard,Fever,F,26,7,3,1,0,0,3,3
2025,2025-09-28,Aliyah Boston,Fever,C,34,24,14,5,2,2,2,4
2025,2025-09-28,Odyssey Sims,Fever,G,25,18,1,2,1,0,2,2
2025,2025-09-28,Kelsey Mitchell,Fever,G,39,25,3,4,0,0,3,3
2025,2025-09-28,Lexie Hull,Fever,G,38,7,7,1,4,1,2,3
2025,2025-09-28,Brianna Turner,Fever,F,9,2,1,0,1,0,0,0
2025,2025-09-28,Makayla Timpson,Fever,F,11,0,2,0,1,0,1,2
2025,2025-09-28,Shey Peddy,Fever,G,16,7,3,1,2,0,1,0
2025,2025-09-28,Aerial Powers,Fever,G,2,0,0,0,0,0,0,0
2025,2025-09-26,Bridget Carleton,Lynx,F,27,6,4,0,0,0,2,1
2025,2025-09-26,Alanna Smith,Lynx,F,12,0,1,1,0,0,0,1
2025,2025-09-26,Napheesa Collier,Lynx,F,37,17,6,3,0,3,4,5
2025,2025-09-26,Kayla McBride,Lynx,G,38,12,4,5,2,0,1,1
2025,2025-09-26,Courtney Williams,Lynx,G,37,14,5,3,2,0,1,3
2025,2025-09-26,Jessica Shepard,Lynx,F,8,0,1,2,1,0,1,0
2025,2025-09-26,Maria Kliundikova,Lynx,F,18,8,6,1,0,3,0,2
2025,2025-09-26,Natisha Hiedeman,Lynx,G,23,19,2,3,2,0,2,1
2025,2025-09-26,Alyssa Thomas,Mercury,F,36,21,9,8,5,2,4,3
2025,2025-09-26,Natasha Mack,Mercury,F,12,0,5,0,0,2,1,0
2025,2025-09-26,Satou Sabally,Mercury,F,30,23,4,0,0,0,3,3
2025,2025-09-26,Kahleah Copper,Mercury,G,36,21,3,2,0,0,3,4
2025,2025-09-26,Monique Akoa Makani,Mercury,G,23,8,5,2,0,0,1,3
2025,2025-09-26,DeWanna Bonner,Mercury,F,22,4,8,2,1,1,0,0
2025,2025-09-26,Kathryn Westbeld,Mercury,F,15,3,2,1,1,0,0,0
2025,2025-09-26,Sami Whitcomb,Mercury,G,24,4,1,4,2,0,3,2
2025,2025-09-26,NaLyssa Smith,Aces,F,33,16,4,0,1,4,1,5
2025,2025-09-26,Kierstan Bell,Aces,F,7,0,0,1,0,1,0,0
2025,2025-09-26,A'ja Wilson,Aces,C,38,13,8,4,1,3,3,4
2025,2025-09-26,Chelsea Gray,Aces,G,36,15,3,6,2,1,2,1
2025,2025-09-26,Jackie Young,Aces,G,34,25,5,4,1,0,4,3
2025,2025-09-26,Megan Gustafson,Aces,C,6,5,3,0,1,0,0,1
2025,2025-09-26,Jewell Loyd,Aces,G,23,0,2,0,1,1,1,3
2025,2025-09-26,Dana Evans,Aces,G,23,10,1,5,1,0,3,2
2025,2025-09-26,Natasha Howard,Fever,F,15,5,5,0,0,0,0,1
2025,2025-09-26,Aliyah Boston,Fever,C,38,12,8,4,1,1,3,3
2025,2025-09-26,Odyssey Sims,Fever,G,19,2,4,2,0,0,3,1
2025,2025-09-26,Kelsey Mitchell,Fever,G,37,21,2,1,2,0,2,2
2025,2025-09-26,Lexie Hull,Fever,G,32,16,10,4,1,2,1,6
2025,2025-09-26,Brianna Turner,Fever,F,11,2,3,0,1,0,1,1
2025,2025-09-26,Makayla Timpson,Fever,F,17,5,4,0,1,2,2,1
2025,2025-09-26,Shey Peddy,Fever,G,21,8,2,2,0,0,2,3
2025,2025-09-26,Aerial Powers,Fever,G,11,1,1,1,0,0,0,3
2025,2025-09-23,Natasha Howard,Fever,F,23,6,7,1,1,0,3,3
2025,2025-09-23,Aliyah Boston,Fever,C,29,10,13,3,0,0,3,3
2025,2025-09-23,Odyssey Sims,Fever,G,32,18,0,7,1,0,6,2
2025,2025-09-23,Kelsey Mitchell,Fever,G,31,13,1,5,2,0,3,3
2025,2025-09-23,Lexie Hull,Fever,G,29,15,3,2,0,0,0,3
2025,2025-09-23,Brianna Turner,Fever,F,25,1,3,0,1,0,2,2
2025,2025-09-23,Makayla Timpson,Fever,F,3,0,0,0,0,0,0,0
2025,2025-09-23,Shey Peddy,Fever,G,17,4,2,0,0,1,1,2
2025,2025-09-23,Aerial Powers,Fever,G,7,1,0,0,0,0,0,1
2025,2025-09-23,Bree Hall,Fever,G,4,0,1,0,0,0,0,0
2025,2025-09-23,NaLyssa Smith,Aces,F,30,18,7,1,1,0,2,4
2025,2025-09-23,Kierstan Bell,Aces,F,10,4,1,1,2,0,0,1
2025,2025-09-23,A'ja Wilson,Aces,C,33,25,9,1,5,2,3,1
2025,2025-09-23,Chelsea Gray,Aces,G,31,6,1,10,3,0,3,3
2025,2025-09-23,Jackie Young,Aces,G,32,13,5,5,0,0,3,4
2025,2025-09-23,Cheyenne Parker-Tyus,Aces,F,4,2,1,0,0,0,0,0
2025,2025-09-23,Kiah Stokes,Aces,C,4,0,1,0,0,0,0,1
2025,2025-09-23,Megan Gustafson,Aces,C,7,2,0,0,0,0,0,1
2025,2025-09-23,Jewell Loyd,Aces,G,26,10,4,1,0,0,3,4
2025,2025-09-23,Dana Evans,Aces,G,19,10,1,3,1,0,0,2
2025,2025-09-23,Aaliyah Nye,Aces,G,4,0,0,0,0,0,0,1
2025,2025-09-23,Alyssa Thomas,Mercury,F,43,19,8,13,1,0,4,3
2025,2025-09-23,Natasha Mack,Mercury,F,19,4,5,2,1,1,0,2
2025,2025-09-23,Satou Sabally,Mercury,F,38,24,9,1,0,0,2,4
2025,2025-09-23,Kahleah Copper,Mercury,G,33,8,1,3,1,0,1,3
2025,2025-09-23,Monique Akoa Makani,Mercury,G,19,9,3,3,0,0,3,0
2025,2025-09-23,DeWanna Bonner,Mercury,F,26,4,3,1,1,0,2,1
2025,2025-09-23,Kathryn Westbeld,Mercury,F,15,8,4,0,4,0,0,0
2025,2025-09-23,Sami Whitcomb,Mercury,G,33,13,4,6,2,0,2,2
2025,2025-09-23,Bridget Carleton,Lynx,F,41,2,5,1,2,1,1,0
2025,2025-09-23,Alanna Smith,Lynx,F,30,13,9,5,0,3,2,4
2025,2025-09-23,Napheesa Collier,Lynx,F,38,24,6,1,3,2,1,3
2025,2025-09-23,Kayla McBride,Lynx,G,43,21,1,3,1,0,3,0
2025,2025-09-23,Courtney Williams,Lynx,G,36,20,7,9,3,0,7,4
2025,2025-09-23,Jessica Shepard,Lynx,F,15,3,7,2,0,0,2,1
2025,2025-09-23,Maria Kliundikova,Lynx,F,7,0,1,0,0,1,0,0
2025,2025-09-23,Camryn Taylor,Lynx,F,0,0,0,0,0,0,0,0
2025,2025-09-23,Anastasiia Olairi Kosu,Lynx,F,0,0,0,0,0,0,0,0
2025,2025-09-23,Natisha Hiedeman,Lynx,G,15,0,1,1,0,0,1,1
2025,2025-09-23,Jaylyn Sherrod,Lynx,G,0,0,0,0,0,0,0,0
2025,2025-09-21,Alyssa Thomas,Mercury,F,37,18,8,7,3,0,2,1
2025,2025-09-21,Natasha Mack,Mercury,F,12,6,3,0,0,0,0,0
2025,2025-09-21,Satou Sabally,Mercury,F,32,10,6,3,2,0,0,0
2025,2025-09-21,Kahleah Copper,Mercury,G,37,22,2,1,0,0,2,1
2025,2025-09-21,Monique Akoa Makani,Mercury,G,22,2,1,3,0,0,0,1
2025,2025-09-21,DeWanna Bonner,Mercury,F,25,0,9,2,0,0,1,3
2025,2025-09-21,Kathryn Westbeld,Mercury,F,10,0,3,1,1,0,1,0
2025,2025-09-21,Sami Whitcomb,Mercury,G,24,11,3,2,0,0,4,0
2025,2025-09-21,Bridget Carleton,Lynx,F,30,5,8,3,0,0,1,4
2025,2025-09-21,Alanna Smith,Lynx,F,26,4,6,3,0,1,3,3
2025,2025-09-21,Napheesa Collier,Lynx,F,34,18,9,2,0,0,3,1
2025,2025-09-21,Kayla McBride,Lynx,G,38,21,6,2,0,1,0,0
2025,2025-09-21,Courtney Williams,Lynx,G,33,23,8,7,5,0,3,1
2025,2025-09-21,Jessica Shepard,Lynx,F,12,2,1,1,0,0,0,1
2025,2025-09-21,Maria Kliundikova,Lynx,F,8,4,4,1,2,0,0,0
2025,2025-09-21,Natisha Hiedeman,Lynx,G,19,5,0,2,0,0,2,0
2025,2025-09-21,Natasha Howard,Fever,F,22,12,11,3,2,0,2,2
2025,2025-09-21,Aliyah Boston,Fever,C,29,6,11,5,0,0,2,3
2025,2025-09-21,Odyssey Sims,Fever,G,32,17,2,3,3,0,1,0
2025,2025-09-21,Kelsey Mitchell,Fever,G,34,34,1,3,2,0,3,3
2025,2025-09-21,Lexie Hull,Fever,G,35,6,2,2,0,1,0,1
2025,2025-09-21,Brianna Turner,Fever,F,23,6,2,0,0,1,1,0
2025,2025-09-21,Makayla Timpson,Fever,F,4,2,1,0,0,0,0,0
2025,2025-09-21,Shey Peddy,Fever,G,11,4,0,1,0,0,0,0
2025,2025-09-21,Aerial Powers,Fever,G,8,0,3,0,0,0,1,2
2025,2025-09-21,Bree Hall,Fever,G,1,2,2,0,0,0,0,1
2025,2025-09-21,NaLyssa Smith,Aces,F,15,4,2,0,0,0,0,0
2025,2025-09-21,Kierstan Bell,Aces,F,16,0,0,1,0,0,0,0
2025,2025-09-21,A'ja Wilson,Aces,C,34,16,13,1,0,4,3,4
2025,2025-09-21,Chelsea Gray,Aces,G,34,13,5,4,1,0,2,1
2025,2025-09-21,Jackie Young,Aces,G,35,19,7,2,0,0,5,3
2025,2025-09-21,Cheyenne Parker-Tyus,Aces,F,5,0,0,0,0,0,0,0
2025,2025-09-21,Kiah Stokes,Aces,C,1,0,0,0,0,0,0,0
2025,2025-09-21,Megan Gustafson,Aces,C,8,4,3,0,0,0,0,1
2025,2025-09-21,Jewell Loyd,Aces,G,28,3,1,1,3,0,1,5
2025,2025-09-21,Dana Evans,Aces,G,23,14,2,3,1,0,1,1
2025,2025-09-21,Aaliyah Nye,Aces,G,1,0,0,0,0,0,0,0
2025,2025-09-19,Breanna Stewart,Liberty,F,35,30,9,3,2,2,0,5
2025,2025-09-19,Leonie Fiebich,Liberty,F,28,3,3,1,0,0,1,1
2025,2025-09-19,Jonquel Jones,Liberty,C,33,3,8,4,0,1,0,5
2025,2025-09-19,Natasha Cloud,Liberty,G,35,7,3,2,4,1,4,3
2025,2025-09-19,Sabrina Ionescu,Liberty,G,37,22,6,4,0,0,4,2
2025,2025-09-19,Emma Meesseman,Liberty,C,9,0,2,3,0,0,0,1
2025,2025-09-19,Rebekah Gardner,Liberty,G,1,0,0,0,0,0,0,1
2025,2025-09-19,Kennedy Burke,Liberty,G,21,8,2,1,1,2,1,1
2025,2025-09-19,Alyssa Thomas,Mercury,F,37,20,11,11,2,1,5,2
2025,2025-09-19,Natasha Mack,Mercury,F,19,0,3,1,0,0,0,1
2025,2025-09-19,Satou Sabally,Mercury,F,34,23,12,3,2,1,1,5
2025,2025-09-19,Kahleah Copper,Mercury,G,34,12,9,0,1,0,3,3
2025,2025-09-19,Monique Akoa Makani,Mercury,G,23,4,3,3,1,0,3,2
2025,2025-09-19,DeWanna Bonner,Mercury,F,21,4,8,2,1,1,0,5
2025,2025-09-19,Kathryn Westbeld,Mercury,F,8,3,2,0,0,0,0,1
2025,2025-09-19,Sami Whitcomb,Mercury,G,22,13,1,1,1,0,0,1
2025,2025-09-18,Nneka Ogwumike,Storm,F,32,16,9,2,1,0,1,0
2025,2025-09-18,Gabby Williams,Storm,F,28,7,6,2,2,0,2,2
2025,2025-09-18,Ezi Magbegor,Storm,F,26,9,5,2,2,0,1,4
2025,2025-09-18,Skylar Diggins,Storm,G,36,13,4,6,3,1,3,2
2025,2025-09-18,Brittney Sykes,Storm,G,23,9,2,0,0,1,3,0
2025,2025-09-18,Dominique Malonga,Storm,C,22,3,5,0,0,2,3,3
2025,2025-09-18,Erica Wheeler,Storm,G,33,16,2,5,1,0,3,5
2025,2025-09-18,NaLyssa Smith,Aces,F,18,2,4,2,0,0,1,5
2025,2025-09-18,Kierstan Bell,Aces,F,20,0,7,1,0,0,2,0
2025,2025-09-18,A'ja Wilson,Aces,C,37,38,5,3,3,2,1,0
2025,2025-09-18,Chelsea Gray,Aces,G,37,12,2,8,2,2,5,3
2025,2025-09-18,Jackie Young,Aces,G,34,14,2,1,4,0,3,3
2025,2025-09-18,Cheyenne Parker-Tyus,Aces,F,10,2,2,1,0,0,0,0
2025,2025-09-18,Kiah Stokes,Aces,C,0,0,0,0,0,0,0,0
2025,2025-09-18,Jewell Loyd,Aces,G,29,4,5,2,2,1,1,2
2025,2025-09-18,Dana Evans,Aces,G,14,2,0,2,0,0,0,2
2025,2025-09-18,Natasha Howard,Fever,F,25,12,6,3,0,0,1,2
2025,2025-09-18,Aliyah Boston,Fever,C,34,14,12,6,1,0,0,2
2025,2025-09-18,Odyssey Sims,Fever,G,28,16,2,8,3,0,0,2
2025,2025-09-18,Kelsey Mitchell,Fever,G,35,24,2,1,0,0,1,1
2025,2025-09-18,Lexie Hull,Fever,G,32,10,2,2,2,0,2,3
2025,2025-09-18,Brianna Turner,Fever,F,18,2,5,2,0,2,1,2
2025,2025-09-18,Makayla Timpson,Fever,F,4,2,5,0,0,0,0,0
2025,2025-09-18,Shey Peddy,Fever,G,11,3,0,1,1,0,1,1
2025,2025-09-18,Aerial Powers,Fever,G,15,4,0,1,0,1,0,1
2025,2025-09-18,Brionna Jones,Dream,F,32,12,7,4,1,1,3,4
2025,2025-09-18,Naz Hillmon,Dream,F,40,9,10,1,0,0,1,5
2025,2025-09-18,Allisha Gray,Dream,G,33,19,12,1,0,1,2,5
2025,2025-09-18,Jordin Canada,Dream,G,33,18,3,10,0,1,3,4
2025,2025-09-18,Rhyne Howard,Dream,G,39,16,3,3,2,1,3,2
2025,2025-09-18,Nia Coffey,Dream,F,0,0,0,0,0,0,0,0
2025,2025-09-18,Brittney Griner,Dream,C,8,5,0,1,0,0,0,2
2025,2025-09-18,Maya Caldwell,Dream,G,5,0,1,0,0,0,0,0
2025,2025-09-18,Te-Hina Paopao,Dream,G,9,6,3,1,0,0,1,0
2025,2025-09-17,Bridget Carleton,Lynx,F,22,12,2,1,0,0,0,4
2025,2025-09-17,Alanna Smith,Lynx,F,19,2,1,0,1,3,1,3
2025,2025-09-17,Napheesa Collier,Lynx,F,39,24,7,4,1,0,3,3
2025,2025-09-17,Kayla McBride,Lynx,G,38,18,4,3,2,0,0,2
2025,2025-09-17,Courtney Williams,Lynx,G,28,6,5,7,0,0,4,1
2025,2025-09-17,Jessica Shepard,Lynx,F,19,0,6,0,0,0,1,0
2025,2025-09-17,Natisha Hiedeman,Lynx,G,21,2,2,7,2,1,2,1
2025,2025-09-17,DiJonai Carrington,Lynx,G,14,11,2,0,0,1,1,2
2025,2025-09-17,Cecilia Zandalasini,Valkyries,F,32,14,5,3,1,0,4,3
2025,2025-09-17,Janelle Salaun,Valkyries,F,34,14,4,1,0,0,0,2
2025,2025-09-17,Iliana Rupert,Valkyries,C,32,8,2,5,0,1,4,2
2025,2025-09-17,Kaila Charles,Valkyries,G,28,5,4,3,2,1,0,1
2025,2025-09-17,Veronica Burton,Valkyries,G,35,13,6,9,4,1,3,4
2025,2025-09-17,Monique Billings,Valkyries,F,25,15,4,0,1,1,0,2
2025,2025-09-17,Kate Martin,Valkyries,G,6,5,1,0,0,0,0,0
2025,2025-09-17,Carla Leite,Valkyries,G,8,0,2,1,0,0,1,0
2025,2025-09-17,Alyssa Thomas,Mercury,F,26,15,6,7,1,0,1,2
2025,2025-09-17,Natasha Mack,Mercury,F,17,6,5,1,0,1,1,2
2025,2025-09-17,Satou Sabally,Mercury,F,30,15,7,4,4,0,2,3
2025,2025-09-17,Kahleah Copper,Mercury,G,29,14,2,0,0,1,0,3
2025,2025-09-17,Monique Akoa Makani,Mercury,G,20,6,3,3,0,0,0,3
2025,2025-09-17,DeWanna Bonner,Mercury,F,21,14,8,1,2,0,0,1
2025,2025-09-17,Kathryn Westbeld,Mercury,F,19,10,3,2,0,0,0,1
2025,2025-09-17,Kalani Brown,Mercury,C,3,0,1,0,0,0,0,0
2025,2025-09-17,Sami Whitcomb,Mercury,G,23,3,2,4,3,0,1,2
2025,2025-09-17,Kitija Laksa,Mercury,G,5,3,1,0,0,0,1,0
2025,2025-09-17,Kiana Williams,Mercury,G,3,0,0,0,0,0,0,0
2025,2025-09-17,Lexi Held,Mercury,G,5,0,1,0,0,0,2,0
2025,2025-09-17,Breanna Stewart,Liberty,F,20,6,2,2,0,1,3,1
2025,2025-09-17,Leonie Fiebich,Liberty,F,23,2,2,2,1,0,1,1
2025,2025-09-17,Jonquel Jones,Liberty,C,22,7,13,1,0,2,2,3
2025,2025-09-17,Natasha Cloud,Liberty,G,28,8,2,2,0,0,1,3
2025,2025-09-17,Sabrina Ionescu,Liberty,G,26,9,4,3,1,1,1,1
2025,2025-09-17,Isabelle Harrison,Liberty,F,7,4,2,0,2,0,0,0
2025,2025-09-17,Stephanie Talbot,Liberty,F,9,0,0,0,0,0,0,0
2025,2025-09-17,Nyara Sabally,Liberty,F,7,1,1,1,1,0,0,0
2025,2025-09-17,Emma Meesseman,Liberty,C,18,11,6,3,0,0,3,0
2025,2025-09-17,Rebekah Gardner,Liberty,G,13,3,1,0,0,0,0,2
2025,2025-09-17,Kennedy Burke,Liberty,G,16,6,1,0,0,0,3,2
2025,2025-09-17,Marine Johannes,Liberty,G,10,3,2,0,0,0,1,1
2025,2025-09-16,NaLyssa Smith,Aces,F,31,7,8,0,3,0,0,2
2025,2025-09-16,Kierstan Bell,Aces,F,11,7,1,0,0,0,1,1
2025,2025-09-16,A'ja Wilson,Aces,C,38,21,13,5,1,2,3,1
2025,2025-09-16,Chelsea Gray,Aces,G,36,7,1,9,0,1,2,2
2025,2025-09-16,Jackie Young,Aces,G,35,25,5,4,1,0,2,4
2025,2025-09-16,Cheyenne Parker-Tyus,Aces,F,6,1,0,0,0,0,1,3
2025,2025-09-16,Jewell Loyd,Aces,G,29,13,1,2,0,0,1,2
2025,2025-09-16,Dana Evans,Aces,G,14,2,0,2,0,0,1,2
